image_path,gt_path,label
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_78.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_78.png,benign
/workspace/shared_files/TFM_Dataset/images/DatasetB/benign_000128.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/benign_000128.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (21).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (21).png,malignant
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_67.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_67.png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_51.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_51.png,benign
/workspace/shared_files/TFM_Dataset/images/DatasetB/malignant_000302.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/malignant_000302.png,malignant
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_155.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_155.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (78).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (78).png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (137).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (137).png,malignant
/workspace/shared_files/TFM_Dataset/images/DatasetB/benign_000104.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/benign_000104.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (61).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (61).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (173).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (173).png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (350).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (350).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (121).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (121).png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (274).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (274).png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_97.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_97.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (329).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (329).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (404).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (404).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (108).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (108).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (297).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (297).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (414).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (414).png,benign
/workspace/shared_files/TFM_Dataset/images/DatasetB/benign_000065.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/benign_000065.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (177).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (177).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (120).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (120).png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_10.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_10.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (46).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (46).png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (265).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (265).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (286).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (286).png,benign
/workspace/shared_files/TFM_Dataset/images/DatasetB/benign_000012.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/benign_000012.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (40).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (40).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (294).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (294).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (188).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (188).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (232).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (232).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (295).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (295).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (77).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (77).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (248).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (248).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (172).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (172).png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (356).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (356).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (84).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (84).png,benign
/workspace/shared_files/TFM_Dataset/images/DatasetB/benign_000035.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/benign_000035.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (144).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (144).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (257).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (257).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (97).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (97).png,benign
/workspace/shared_files/TFM_Dataset/images/DatasetB/benign_000056.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/benign_000056.png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_115.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_115.png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_151.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_151.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (86).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (86).png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (176).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (176).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (231).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (231).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (202).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (202).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (137).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (137).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (209).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (209).png,malignant
/workspace/shared_files/TFM_Dataset/images/DatasetB/benign_000074.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/benign_000074.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (157).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (157).png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (74).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (74).png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (142).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (142).png,benign
/workspace/shared_files/TFM_Dataset/images/DatasetB/benign_000034.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/benign_000034.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (346).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (346).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (19).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (19).png,malignant
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_127.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_127.png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_39.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_39.png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_42.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_42.png,benign
/workspace/shared_files/TFM_Dataset/images/DatasetB/malignant_000145.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/malignant_000145.png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (342).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (342).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (419).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (419).png,benign
/workspace/shared_files/TFM_Dataset/images/DatasetB/benign_000077.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/benign_000077.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (284).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (284).png,benign
/workspace/shared_files/TFM_Dataset/images/DatasetB/malignant_000142.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/malignant_000142.png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (39).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (39).png,benign
/workspace/shared_files/TFM_Dataset/images/DatasetB/benign_000109.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/benign_000109.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (198).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (198).png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (72).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (72).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (392).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (392).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (228).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (228).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (197).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (197).png,malignant
/workspace/shared_files/TFM_Dataset/images/DatasetB/benign_000039.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/benign_000039.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (182).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (182).png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_123.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_123.png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_125.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_125.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (189).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (189).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (211).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (211).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (79).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (79).png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (388).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (388).png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_82.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_82.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (219).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (219).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (164).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (164).png,benign
/workspace/shared_files/TFM_Dataset/images/DatasetB/benign_000059.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/benign_000059.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (87).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (87).png,malignant
/workspace/shared_files/TFM_Dataset/images/DatasetB/benign_000003.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/benign_000003.png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_104.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_104.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (125).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (125).png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_168.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_168.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (207).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (207).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (196).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (196).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (220).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (220).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (209).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (209).png,benign
/workspace/shared_files/TFM_Dataset/images/DatasetB/malignant_000307.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/malignant_000307.png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (420).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (420).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (206).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (206).png,malignant
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_113.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_113.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (27).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (27).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (75).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (75).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (369).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (369).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (330).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (330).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (33).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (33).png,malignant
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_44.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_44.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (267).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (267).png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_4.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_4.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (153).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (153).png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (175).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (175).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (104).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (104).png,benign
/workspace/shared_files/TFM_Dataset/images/DatasetB/malignant_000143.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/malignant_000143.png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (183).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (183).png,benign
/workspace/shared_files/TFM_Dataset/images/DatasetB/malignant_000028.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/malignant_000028.png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (206).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (206).png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/malignant_179.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/malignant_179.png,malignant
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_105.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_105.png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_30.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_30.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (148).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (148).png,benign
/workspace/shared_files/TFM_Dataset/images/DatasetB/benign_000002.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/benign_000002.png,benign
/workspace/shared_files/TFM_Dataset/images/DatasetB/benign_000099.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/benign_000099.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (416).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (416).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (96).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (96).png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (145).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (145).png,benign
/workspace/shared_files/TFM_Dataset/images/DatasetB/benign_000125.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/benign_000125.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (34).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (34).png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (38).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (38).png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (80).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (80).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (403).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (403).png,benign
/workspace/shared_files/TFM_Dataset/images/DatasetB/benign_000014.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/benign_000014.png,benign
/workspace/shared_files/TFM_Dataset/images/DatasetB/benign_000101.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/benign_000101.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (304).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (304).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (149).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (149).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (45).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (45).png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (359).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (359).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (150).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (150).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (160).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (160).png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (366).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (366).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (71).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (71).png,malignant
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_95.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_95.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (191).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (191).png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_56.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_56.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (108).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (108).png,malignant
/workspace/shared_files/TFM_Dataset/images/DatasetB/malignant_000136.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/malignant_000136.png,malignant
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_158.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_158.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (36).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (36).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (149).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (149).png,malignant
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_148.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_148.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (98).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (98).png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (44).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (44).png,malignant
/workspace/shared_files/TFM_Dataset/images/DatasetB/benign_000122.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/benign_000122.png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_147.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_147.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (262).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (262).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (130).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (130).png,malignant
/workspace/shared_files/TFM_Dataset/images/DatasetB/malignant_000299.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/malignant_000299.png,malignant
/workspace/shared_files/TFM_Dataset/images/DatasetB/benign_000015.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/benign_000015.png,benign
/workspace/shared_files/TFM_Dataset/images/DatasetB/benign_000084.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/benign_000084.png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_124.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_124.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (101).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (101).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (42).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (42).png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (184).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (184).png,malignant
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_153.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_153.png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_2.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_2.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (160).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (160).png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_149.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_149.png,benign
/workspace/shared_files/TFM_Dataset/images/ExpandedUnetPaper/benign_98.png,/workspace/shared_files/TFM_Dataset/gt/ExpandedUnetPaper/benign_98.png,benign
/workspace/shared_files/TFM_Dataset/images/BUSI/benign (292).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/benign (292).png,benign
/workspace/shared_files/TFM_Dataset/images/DatasetB/malignant_000045.png,/workspace/shared_files/TFM_Dataset/gt/DatasetB/malignant_000045.png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (139).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (139).png,malignant
/workspace/shared_files/TFM_Dataset/images/BUSI/malignant (205).png,/workspace/shared_files/TFM_Dataset/gt/BUSI/malignant (205).png,malignant
